OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_COUNTY_20|GEOID_COUNTY_20|NAMELSAD_COUNTY_20|AREALAND_COUNTY_20|AREAWATER_COUNTY_20|MTFCC_COUNTY_20|CLASSFP_COUNTY_20|FUNCSTAT_COUNTY_20|AREALAND_PART|AREAWATER_PART
221704258281734|32310|ZCTA5 32310|237964378|12142301|G6350|B5|S|2759087487836|12073|Leon County|1731224399|86410055|G4020|H1|A|237964378|12142301
221704258281744|32311|ZCTA5 32311|146337265|3283244|G6350|B5|S|2759087487836|12073|Leon County|1731224399|86410055|G4020|H1|A|146337265|3283244
221704258281764|32312|ZCTA5 32312|241910025|43512323|G6350|B5|S|2759087487836|12073|Leon County|1731224399|86410055|G4020|H1|A|241910025|43512323
2217026072885690|32313|ZCTA5 32313|750791|476|G6350|B5|S|2759087487836|12073|Leon County|1731224399|86410055|G4020|H1|A|750791|476
221704258281776|32317|ZCTA5 32317|92075945|2644765|G6350|B5|S|2759087487836|12073|Leon County|1731224399|86410055|G4020|H1|A|92075945|2644765
221704258281787|32320|ZCTA5 32320|82828750|37130282|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|82828750|37130282
221704258281803|32321|ZCTA5 32321|968821980|16372450|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|21762660|859960
221704258281803|32321|ZCTA5 32321|968821980|16372450|G6350|B5|S|2759087750404|12077|Liberty County|2164099094|19582444|G4020|H1|A|947059320|15512490
221704258281818|32322|ZCTA5 32322|195241913|179300054|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|195241913|179300054
221704258281820|32323|ZCTA5 32323|19003251|216076|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|19003251|216076
221704258281830|32324|ZCTA5 32324|174642461|1385455|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|174642461|1385455
221704258281857|32327|ZCTA5 32327|610227615|49439627|G6350|B5|S|2759091027740|12129|Wakulla County|1570615734|804111188|G4020|H1|A|610227615|49439627
221704258281890|32328|ZCTA5 32328|222207968|190221785|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|222207968|190221785
221704258281915|32330|ZCTA5 32330|9324920|0|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|9324920|0
221704258281953|32331|ZCTA5 32331|875436861|35022844|G6350|B5|S|2759087362017|12065|Jefferson County|1549018611|193063921|G4020|H1|A|114712919|1620285
221704258281953|32331|ZCTA5 32331|875436861|35022844|G6350|B5|S|2759078867665|12079|Madison County|1804001483|49634046|G4020|H1|A|635734661|32669151
221704258281953|32331|ZCTA5 32331|875436861|35022844|G6350|B5|S|2759047862157|12123|Taylor County|2702224058|1213576997|G4020|H1|A|124989281|733408
221704258281959|32332|ZCTA5 32332|9052490|0|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|9052490|0
221704258281973|32333|ZCTA5 32333|273504130|3068566|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|273504130|3068566
221704258282004|32334|ZCTA5 32334|581487376|3783312|G6350|B5|S|2759087750404|12077|Liberty County|2164099094|19582444|G4020|H1|A|581487376|3783312
221704258282017|32336|ZCTA5 32336|578810021|6919505|G6350|B5|S|2759087362017|12065|Jefferson County|1549018611|193063921|G4020|H1|A|232730840|2940156
221704258282017|32336|ZCTA5 32336|578810021|6919505|G6350|B5|S|2759078867665|12079|Madison County|1804001483|49634046|G4020|H1|A|70884809|870734
221704258282017|32336|ZCTA5 32336|578810021|6919505|G6350|B5|S|2759047862157|12123|Taylor County|2702224058|1213576997|G4020|H1|A|275194372|3108615
2217026072885406|32337|ZCTA5 32337|392312|0|G6350|B5|S|2759087362017|12065|Jefferson County|1549018611|193063921|G4020|H1|A|392312|0
221704258282046|32340|ZCTA5 32340|540135361|12710645|G6350|B5|S|2759078867665|12079|Madison County|1804001483|49634046|G4020|H1|A|540135361|12710645
221704258282054|32343|ZCTA5 32343|69386394|6002792|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|69386394|6002792
221704258282086|32344|ZCTA5 32344|1151493728|30903827|G6350|B5|S|2759087362017|12065|Jefferson County|1549018611|193063921|G4020|H1|A|1151493728|30903827
221704258282099|32346|ZCTA5 32346|73543450|77807529|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|24402349|49545135
221704258282099|32346|ZCTA5 32346|73543450|77807529|G6350|B5|S|2759091027740|12129|Wakulla County|1570615734|804111188|G4020|H1|A|49141101|28262394
221704258282125|32347|ZCTA5 32347|357125965|312475|G6350|B5|S|2759047862157|12123|Taylor County|2702224058|1213576997|G4020|H1|A|357125965|312475
221704258282156|32348|ZCTA5 32348|835285024|37546983|G6350|B5|S|2759047862157|12123|Taylor County|2702224058|1213576997|G4020|H1|A|835285024|37546983
221704258282162|32350|ZCTA5 32350|132386883|1182252|G6350|B5|S|2759078867665|12079|Madison County|1804001483|49634046|G4020|H1|A|132386883|1182252
221704258282183|32351|ZCTA5 32351|551754566|19981045|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|551754566|19981045
221704258282188|32352|ZCTA5 32352|249740322|1037404|G6350|B5|S|2759086881977|12039|Gadsden County|1337405283|31475262|G4020|H1|A|249740322|1037404
221704258282192|32355|ZCTA5 32355|7194845|18550|G6350|B5|S|2759091027740|12129|Wakulla County|1570615734|804111188|G4020|H1|A|7194845|18550
221704258282195|32356|ZCTA5 32356|101929147|40088|G6350|B5|S|2759047862157|12123|Taylor County|2702224058|1213576997|G4020|H1|A|101929147|40088
221704258282208|32358|ZCTA5 32358|466266942|20505404|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|70486007|11755728
221704258282208|32358|ZCTA5 32358|466266942|20505404|G6350|B5|S|2759091027740|12129|Wakulla County|1570615734|804111188|G4020|H1|A|395780935|8749676
221704258282217|32359|ZCTA5 32359|476083977|65183089|G6350|B5|S|2759050492710|12029|Dixie County|1826029565|876347537|G4020|H1|A|290731804|34448994
221704258282217|32359|ZCTA5 32359|476083977|65183089|G6350|B5|S|2759047862157|12123|Taylor County|2702224058|1213576997|G4020|H1|A|185352173|30734095
2217026072885566|32360|ZCTA5 32360|831591|0|G6350|B5|S|2759087750404|12077|Liberty County|2164099094|19582444|G4020|H1|A|831591|0
221704258282218|32361|ZCTA5 32361|5974763|0|G6350|B5|S|2759087362017|12065|Jefferson County|1549018611|193063921|G4020|H1|A|5974763|0
221704258282219|32399|ZCTA5 32399|1414791|3821|G6350|B5|S|2759087487836|12073|Leon County|1731224399|86410055|G4020|H1|A|1414791|3821
221704258282249|32401|ZCTA5 32401|32360084|45632035|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|32360084|45632035
221704258282258|32403|ZCTA5 32403|114529713|78132185|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|114529713|78132185
221704258282309|32404|ZCTA5 32404|349836573|49225018|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|349836573|49225018
221704258282333|32405|ZCTA5 32405|48633944|11738957|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|48633944|11738957
221704258282348|32407|ZCTA5 32407|38634110|8686435|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|38634110|8686435
221704258282364|32408|ZCTA5 32408|22203568|11068823|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|22203568|11068823
221704258282382|32409|ZCTA5 32409|328010547|72422491|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|328010547|72422491
221704258282388|32410|ZCTA5 32410|4041448|2390213|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|4041448|2390213
221704258282411|32413|ZCTA5 32413|280306676|50737048|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|279097269|50618244
221704258282411|32413|ZCTA5 32413|280306676|50737048|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|1209407|118804
221704258282427|32420|ZCTA5 32420|137375459|4985457|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|134250473|4804829
221704258282427|32420|ZCTA5 32420|137375459|4985457|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|3124986|180628
221704258282445|32421|ZCTA5 32421|325058078|2237011|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|325058078|2237011
221704258282451|32423|ZCTA5 32423|174867188|3006795|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|174867188|3006795
221704258282466|32424|ZCTA5 32424|411334752|12074871|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|411334752|12074871
221704258282501|32425|ZCTA5 32425|685598810|16405840|G6350|B5|S|2759087183884|12059|Holmes County|1240232910|26393540|G4020|H1|A|593015536|9225666
221704258282501|32425|ZCTA5 32425|685598810|16405840|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|92583274|7180174
221704258282507|32426|ZCTA5 32426|121530311|1333350|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|121530311|1333350
221704258282512|32427|ZCTA5 32427|116715062|7726504|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|116715062|7726504
221704258282563|32428|ZCTA5 32428|740462867|37017672|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|12881624|45411
221704258282563|32428|ZCTA5 32428|740462867|37017672|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|6629021|0
221704258282563|32428|ZCTA5 32428|740462867|37017672|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|720952222|36972261
221704258282575|32430|ZCTA5 32430|213001628|0|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|213001628|0
221704258282583|32431|ZCTA5 32431|273949526|18817143|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|229310610|13613848
221704258282583|32431|ZCTA5 32431|273949526|18817143|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|44638916|5203295
221704258282584|32432|ZCTA5 32432|398647|0|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|398647|0
221704258282610|32433|ZCTA5 32433|650874329|26398934|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|650874329|26398934
221704258282641|32435|ZCTA5 32435|354152335|1617076|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|354152335|1617076
221704258282648|32437|ZCTA5 32437|89907331|5422023|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|20282444|1147857
221704258282648|32437|ZCTA5 32437|89907331|5422023|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|69624887|4274166
221704258282660|32438|ZCTA5 32438|146982413|739941|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|113610379|292081
221704258282660|32438|ZCTA5 32438|146982413|739941|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|25198402|0
221704258282660|32438|ZCTA5 32438|146982413|739941|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|6799748|15335
221704258282660|32438|ZCTA5 32438|146982413|739941|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|1373884|432525
221704258282674|32439|ZCTA5 32439|249932818|7574379|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|249932818|7574379
221704258282685|32440|ZCTA5 32440|278056591|2608454|G6350|B5|S|2759087183884|12059|Holmes County|1240232910|26393540|G4020|H1|A|85170129|1656887
221704258282685|32440|ZCTA5 32440|278056591|2608454|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|192886462|951567
221704258282697|32442|ZCTA5 32442|244446306|17359621|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|25958297|614501
221704258282697|32442|ZCTA5 32442|244446306|17359621|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|218488009|16745120
221704258282704|32443|ZCTA5 32443|146768014|84661|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|146768014|84661
221704258282732|32444|ZCTA5 32444|25415218|12570875|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|25415218|12570875
221704258282737|32445|ZCTA5 32445|66121500|1157261|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|66121500|1157261
221704258282763|32446|ZCTA5 32446|427774559|6322690|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|427774559|6322690
221704258282804|32448|ZCTA5 32448|466621870|8363599|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|3193701|0
221704258282804|32448|ZCTA5 32448|466621870|8363599|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|463428169|8363599
221704258282809|32449|ZCTA5 32449|117830210|3144042|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|117830210|3144042
221704258282824|32455|ZCTA5 32455|584806816|21526953|G6350|B5|S|2759087183884|12059|Holmes County|1240232910|26393540|G4020|H1|A|189491338|5400177
221704258282824|32455|ZCTA5 32455|584806816|21526953|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|395315478|16126776
221704258282860|32456|ZCTA5 32456|275087545|133949235|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|50149276|6699884
221704258282860|32456|ZCTA5 32456|275087545|133949235|G6350|B5|S|2759086824527|12037|Franklin County|1411498965|2270440522|G4020|H1|A|20526119|12426970
221704258282860|32456|ZCTA5 32456|275087545|133949235|G6350|B5|S|2759086954056|12045|Gulf County|1433437353|624436316|G4020|H1|A|204412150|114822381
221704258282871|32459|ZCTA5 32459|141191354|36799749|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|141191354|36799749
221704258282884|32460|ZCTA5 32460|188839022|37818061|G6350|B5|S|2759087285990|12063|Jackson County|2378091733|94217116|G4020|H1|A|188839022|37818061
221704258282885|32461|ZCTA5 32461|38514883|5567557|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|38514883|5567557
221704258282904|32462|ZCTA5 32462|398852294|19747118|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|5897134|0
221704258282904|32462|ZCTA5 32462|398852294|19747118|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|63786439|6231301
221704258282904|32462|ZCTA5 32462|398852294|19747118|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|329168721|13515817
221704258282907|32463|ZCTA5 32463|1164347|0|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|1164347|0
221704258282934|32464|ZCTA5 32464|454089943|13419721|G6350|B5|S|2759087183884|12059|Holmes County|1240232910|26393540|G4020|H1|A|372555907|10110810
221704258282934|32464|ZCTA5 32464|454089943|13419721|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|81534036|3308911
221704258282969|32465|ZCTA5 32465|817734464|30214830|G6350|B5|S|2759086954056|12045|Gulf County|1433437353|624436316|G4020|H1|A|817734464|30214830
221704258283000|32466|ZCTA5 32466|448030944|10088591|G6350|B5|S|2759081944609|12005|Bay County|1964874034|1833915193|G4020|H1|A|291442352|9351824
221704258283000|32466|ZCTA5 32466|448030944|10088591|G6350|B5|S|2759086549536|12013|Calhoun County|1469394597|18070425|G4020|H1|A|110335858|0
221704258283000|32466|ZCTA5 32466|448030944|10088591|G6350|B5|S|2759087285991|12133|Washington County|1514305979|81008171|G4020|H1|A|46252734|736767
221704258283024|32501|ZCTA5 32501|9550036|97899|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|9550036|97899
221704258283038|32502|ZCTA5 32502|6944058|248011|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|6944058|248011
221704258283063|32503|ZCTA5 32503|32661185|1582711|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|32661185|1582711
221704258283082|32504|ZCTA5 32504|27167739|107085|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|27167739|107085
221704258283110|32505|ZCTA5 32505|33553269|645645|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|33553269|645645
221704258283142|32506|ZCTA5 32506|79247429|32667155|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|79247429|32667155
221704258283165|32507|ZCTA5 32507|72190105|39731500|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|72190105|39731500
221704258283171|32508|ZCTA5 32508|18684288|2575677|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|18684288|2575677
221704258283172|32509|ZCTA5 32509|3327623|11484|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|3327623|11484
221704258283174|32511|ZCTA5 32511|739620|0|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|739620|0
2217026072885437|32512|ZCTA5 32512|172852|0|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|172852|0
221704258283194|32514|ZCTA5 32514|51328342|1128346|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|51328342|1128346
221704258283220|32526|ZCTA5 32526|151284811|8755688|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|151284811|8755688
221704258283221|32530|ZCTA5 32530|2060664|1617219|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|2060664|1617219
221704258283234|32531|ZCTA5 32531|591407248|5897099|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|519707749|5894275
221704258283234|32531|ZCTA5 32531|591407248|5897099|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|71699499|2824
221704258283255|32533|ZCTA5 32533|199866499|3532751|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|199866499|3532751
221704258283276|32534|ZCTA5 32534|25607000|193556|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|25607000|193556
221704258283302|32535|ZCTA5 32535|182612846|5108513|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|182612846|5108513
221704258283326|32536|ZCTA5 32536|110057312|2000780|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|110057312|2000780
221704258283348|32539|ZCTA5 32539|331374844|4485432|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|293828904|4485239
221704258283348|32539|ZCTA5 32539|331374844|4485432|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|37545940|193
221704258283370|32541|ZCTA5 32541|32537686|16741676|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|32537686|16741676
221704258283376|32542|ZCTA5 32542|217632517|4961264|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|217632517|4961264
221704258283378|32544|ZCTA5 32544|21304015|842918|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|21304015|842918
221704258283390|32547|ZCTA5 32547|75076581|3118516|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|75076581|3118516
221704258283397|32548|ZCTA5 32548|31293508|17312523|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|31293508|17312523
221704258283405|32550|ZCTA5 32550|18098368|5087072|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|18098368|5087072
221704258283414|32561|ZCTA5 32561|31177869|68426854|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|19054887|62514263
221704258283414|32561|ZCTA5 32561|31177869|68426854|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|12122982|5912591
221704258283426|32563|ZCTA5 32563|43086275|25929046|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|43086275|25929046
221704258283434|32564|ZCTA5 32564|266662769|2894289|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|132630297|1732923
221704258283434|32564|ZCTA5 32564|266662769|2894289|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|134032472|1161366
221704258283446|32565|ZCTA5 32565|596655238|6159122|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|596655238|6159122
221704258283461|32566|ZCTA5 32566|101447890|33312858|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|101447890|33312858
221704258283472|32567|ZCTA5 32567|376249683|5832457|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|246858966|2430242
221704258283472|32567|ZCTA5 32567|376249683|5832457|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|129390717|3402215
221704258283505|32568|ZCTA5 32568|531977674|2967340|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|531977674|2967340
221704258283509|32569|ZCTA5 32569|10757973|13036719|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|10757973|13036719
221704258283538|32570|ZCTA5 32570|779756373|5318463|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|779756373|5318463
221704258283555|32571|ZCTA5 32571|291666388|7519362|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|291666388|7519362
221704258283573|32577|ZCTA5 32577|178598892|2430643|G6350|B5|S|27590117561516|12033|Escambia County|1701603649|1213972864|G4020|H1|A|178598892|2430643
221704258283600|32578|ZCTA5 32578|60016997|10900231|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|58452825|10861001
221704258283600|32578|ZCTA5 32578|60016997|10900231|G6350|B5|S|2759091152601|12131|Walton County|2689165614|961289588|G4020|H1|A|1564172|39230
221704258283606|32579|ZCTA5 32579|9032976|6185795|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|9032976|6185795
221704258283611|32580|ZCTA5 32580|20084269|2027979|G6350|B5|S|2759088096446|12091|Okaloosa County|2409192557|819717338|G4020|H1|A|20084269|2027979
221704258283656|32583|ZCTA5 32583|323912243|10728173|G6350|B5|S|2759090303811|12113|Santa Rosa County|2622106399|543294939|G4020|H1|A|323912243|10728173
221704258283688|32601|ZCTA5 32601|11907533|60111|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|11907533|60111
221704258283692|32603|ZCTA5 32603|2245694|3363|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|2245694|3363
221704258283705|32605|ZCTA5 32605|25422727|120811|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|25422727|120811
221704258283711|32606|ZCTA5 32606|39869656|215628|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|39869656|215628
221704258283724|32607|ZCTA5 32607|32582262|446926|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|32582262|446926
221704258283748|32608|ZCTA5 32608|115139313|18835415|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|115139313|18835415
221704258283773|32609|ZCTA5 32609|304451361|5718455|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|304451361|5718455
2217026072885622|32610|ZCTA5 32610|185875|0|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|185875|0
221704258283774|32612|ZCTA5 32612|2435848|324392|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|2435848|324392
221704258283791|32615|ZCTA5 32615|356875630|3862468|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|356875630|3862468
221704258283794|32616|ZCTA5 32616|593451|0|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|593451|0
221704258283798|32617|ZCTA5 32617|77356647|3138240|G6350|B5|S|27590263746993|12083|Marion County|4113993941|192281837|G4020|H1|A|77356647|3138240
221704258283810|32618|ZCTA5 32618|238203152|6718686|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|192380171|4107909
221704258283810|32618|ZCTA5 32618|238203152|6718686|G6350|B5|S|2759087676612|12075|Levy County|2896183121|1224372357|G4020|H1|A|45822981|2610777
221704258283822|32619|ZCTA5 32619|285380825|3687714|G6350|B5|S|2759046589765|12041|Gilchrist County|905705571|14362143|G4020|H1|A|285380825|3687714
221704258283835|32621|ZCTA5 32621|190367553|6982271|G6350|B5|S|2759087676612|12075|Levy County|2896183121|1224372357|G4020|H1|A|190367553|6982271
221704258283844|32622|ZCTA5 32622|178698173|1234121|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|24744332|1016259
221704258283844|32622|ZCTA5 32622|178698173|1234121|G6350|B5|S|2759078386246|12007|Bradford County|761362121|16905200|G4020|H1|A|153953841|217862
221704258283859|32625|ZCTA5 32625|243584480|96185274|G6350|B5|S|2759087676612|12075|Levy County|2896183121|1224372357|G4020|H1|A|243584480|96185274
221704258283876|32626|ZCTA5 32626|630964184|12128607|G6350|B5|S|2759087676612|12075|Levy County|2896183121|1224372357|G4020|H1|A|630964184|12128607
221704258283886|32628|ZCTA5 32628|228120620|1266004|G6350|B5|S|2759050492710|12029|Dixie County|1826029565|876347537|G4020|H1|A|228120620|1266004
221704258283888|32631|ZCTA5 32631|11935835|805678|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|11935835|805678
2217026072885390|32634|ZCTA5 32634|327927|0|G6350|B5|S|27590263746993|12083|Marion County|4113993941|192281837|G4020|H1|A|327927|0
221704258283892|32639|ZCTA5 32639|122486683|1070989|G6350|B5|S|2759087676612|12075|Levy County|2896183121|1224372357|G4020|H1|A|122486683|1070989
221704258283927|32640|ZCTA5 32640|486223819|136851645|G6350|B5|S|27590267460300|12001|Alachua County|2267883140|241319695|G4020|H1|A|277778733|113094748
